Time_s,Mag_X_uT,Mag_Y_uT,Mag_Z_uT,Total_Mag_uT
4.3,5.43037412186684,24.5092792396188,39.9237754246072,47.1603814244915
4.4,4.71776132421217,24.5277625052605,39.9933719428787,47.152287375992
4.5,3.88435472009487,24.587861734914,39.8853308440276,47.0158566105555
4.6,3.13537630560113,24.7653244259708,40.0219852747841,47.168964201436
4.7,2.36046052841972,24.9783839957653,39.9774787359658,47.1984136071408
4.8,1.55370873915472,24.9337422834476,40.0040949555101,47.1638964496465
4.9,0.892559710508406,25.0019097782734,39.8796273672527,47.0773494830441
5,0.0400203278625709,24.9413205232129,39.9692992678732,47.1128003310469
5.1,-0.72545539773516,24.9720331215958,40.0228008787093,47.180009685639
5.2,-1.46488566910007,24.9885768382768,39.9964511474983,47.1835878968547
5.3,-2.33332208219509,24.9094632978779,40.101091205607,47.2654553517471
5.4,-3.08106492903289,24.7388514767407,40.0605171570017,47.1842004104296
5.5,-3.9794529431715,24.697480923404,39.9873026268381,47.1676370094915
5.6,-4.73245322242465,24.6309028351314,39.9498425457222,47.1706201719261
5.7,-5.5870280328956,24.3781861618864,40.0693755210856,47.2341581637032
5.8,-6.25738143821632,24.2414157940621,40.0895553786382,47.2649289920215
5.9,-6.99732844831187,23.8920335870707,40.0370190443876,47.1461002448763
6,-7.76225393657175,23.8186656487539,39.9511169126627,47.1558391085579
6.1,-8.41271280835666,23.5582543580876,39.9924360368422,47.1716018951779
6.2,-9.24578131863046,23.3112764191814,40.0737712837092,47.2737477399714
6.3,-9.96663485879554,22.9827257693934,39.9734339185757,47.1743035289598
6.4,-10.6395833890772,22.6102885440792,40.0566991531806,47.2119161842438
6.5,-11.3922436402747,22.3371421353585,39.9438049227871,47.1618350538257
6.6,-12.0158067202103,21.8679662801267,40.0447536966356,47.1823045112298
6.7,-12.7434102832087,21.5011798522899,39.939838540501,47.1156655829884
6.8,-13.3271269895539,21.1437197895696,40.0571874557047,47.2149072560457
6.9,-14.0150333121821,20.7468752250545,40.0045419954811,47.193403888825
7,-14.730275325356,20.3933541681492,39.9963749234715,47.2501842579186
7.1,-15.2824401770854,19.7388372555371,39.9806263018775,47.1341187830764
7.2,-15.8867184583643,19.2948227700991,40.043884157861,47.203714552491
7.3,-16.4858182436905,18.7816683347257,39.9564728320054,47.1280488644971
7.4,-17.226823446621,18.1645581094438,40.0113917284333,47.1977339013067
7.5,-17.7033537995075,17.6653922870146,39.9727695977546,47.1518518164433
7.6,-18.323689312628,17.09170888385,40.0641413879519,47.2548360250017
7.7,-18.6688675979016,16.4769368337027,39.8998801662294,47.0320794999464
7.8,-19.2448963452644,16.0616928507694,39.9074104301674,47.1269075986772
7.9,-19.7665420054907,15.3310233484992,39.9837121688717,47.1641145212144
8,-20.2827682586928,14.72204798681,39.9811902828664,47.1871270750461
8.1,-20.7120584814266,14.1175880899242,39.9681915447496,47.1778761218921
8.2,-21.1404703076882,13.3823939822745,39.9985945553347,47.1793971976022
8.3,-21.4794568519917,12.779428879067,40.0438014843672,47.2036747134278
8.4,-21.8918838151144,12.0321121510515,40.0370379005462,47.1910023589214
8.5,-22.2114422323806,11.4351575956693,40.0102894974936,47.1692088226358
8.6,-22.6244017914468,10.5803825668132,39.9485160632233,47.1136072417996
8.7,-23.0590463356994,10.0008065983452,40.010279830452,47.2499549485554
8.8,-23.1951336607693,9.15186067721835,39.9705569833561,47.1106803703352
8.9,-23.4708403396969,8.44850874707886,40.0741570096916,47.2037679252242
9,-23.7698344684262,7.76904534936192,39.9022532468468,47.0909005060672
9.1,-23.977239366457,6.95860927584408,39.9825514143088,47.137402010379
9.2,-24.2149197440783,6.22649047783865,39.9825217631298,47.1564796016614
9.3,-24.3935167649428,5.44754713227714,40.049313363445,47.2087590474833
9.4,-24.5629299394846,4.71303526910837,39.9250384779241,47.1121950892081
9.5,-24.7602877712776,3.83932808168602,40.0195530062342,47.2162780559214
9.6,-24.8422060872038,3.08660260338105,39.9476952451197,47.1431932977313
9.7,-25.0058911388219,2.32917977770958,40.0460253049141,47.2694807757111
9.8,-24.9302771255769,1.56638744310552,40.1249068990933,47.2650022833057
9.9,-25.0183449162237,0.724246062778971,39.9843336723793,47.1719095853745
10,-24.9983619997798,-0.0118239531313497,39.9987398083362,47.1679703690214
10.1,-24.9524585981732,-0.813845217557826,40.0143501884667,47.1639242974643
10.2,-24.9939018005385,-1.67449457028523,39.9980196264474,47.1947098022495
10.3,-24.903483842108,-2.33876267219194,40.0078584194958,47.1834934444811
10.4,-24.7772291939722,-3.06176541656362,40.0219836677235,47.1703791663393
10.5,-24.7670858245481,-3.92508406703083,39.9188698670146,47.1416057918421
10.6,-24.6298206244358,-4.67221377986422,40.0477847942966,47.2470391932334
10.7,-24.4379258188035,-5.41824309867588,39.9920989490711,47.1798426762318
10.8,-24.2967894759765,-6.22279508048479,39.9246719106766,47.1490889056066
10.9,-23.9316536353763,-6.95141524189664,40.0521560619928,47.1722527001109
11,-23.7399601359393,-7.74049554608437,39.9744852045793,47.1323715287707
11.1,-23.5115788450778,-8.46793283224728,39.9636339233848,47.1337698747095
11.2,-23.1901314225983,-9.33642081668303,40.0268526742452,47.1921591376079
11.3,-22.9124343535082,-9.91250755723716,40.0652746706066,47.2066064074432
11.4,-22.6643813008102,-10.6096997473135,40.0239203975704,47.2033273453018
11.5,-22.1792717244474,-11.4215750373863,40.0962683233427,47.2237567757904
11.6,-21.9027928991037,-12.0706540670159,40.0493026965451,47.2163072768941
11.7,-21.4932018585344,-12.6680172740207,39.9379773381049,47.0901095947501
11.8,-21.0569602936112,-13.4080552260387,40.040556370605,47.1849306052136
11.9,-20.7234093048847,-14.0516296126729,39.9831543403177,47.1758478354252
12,-20.2698853681417,-14.6339044978354,40.0221144352769,47.1888658219264
12.1,-19.803036733831,-15.2944244054521,40.0087659626291,47.1887808237083
12.2,-19.2644000150471,-15.9224374663848,39.9591318512331,47.1314474752782
12.3,-18.7093387605077,-16.4746124559825,40.0662773477093,47.1885451453402
12.4,-18.2699562558206,-17.0611651737625,40.0003105877303,47.1688404117686
12.5,-17.6759533214982,-17.6894506649122,39.9970262202048,47.1711574705338
12.6,-17.1261902766011,-18.2271605375587,40.084709020812,47.2474303209756
12.7,-16.5856748548536,-18.7698102288604,39.9988404425799,47.1942541329908
12.8,-15.9786655474261,-19.1674107613603,39.9806683705681,47.1291972277118
12.9,-15.3403540633966,-19.7165210087087,40.0014227788522,47.1612286503405
13,-14.6531559430563,-20.3240441624865,40.0673592162005,47.2564812990797
13.1,-14.0705216277763,-20.535069633864,40.0161857190614,47.1271024278788
13.2,-13.3925908310508,-21.1109478585165,40.06707529085,47.2271545936826
13.3,-12.6981336118001,-21.5527644055406,40.0380743837827,47.2102917922054
13.4,-12.0526608674374,-21.9052435632504,39.9649065284617,47.1412779141536
13.5,-11.2973504267723,-22.291565894011,40.0461000102737,47.2041752677151
13.6,-10.5937931343774,-22.5301772577682,40.0160678038512,47.1287918657253
13.7,-9.97613575373459,-22.9747343960193,39.9316335416325,47.1370031127118
13.8,-9.20364901570089,-23.2147042606912,39.9677287603849,47.1280064439317
13.9,-8.48602292876605,-23.5183728815354,40.0576030732193,47.2201017800054
14,-7.80956853543497,-23.8754427835807,40.0611322322882,47.2855204534599
14.1,-7.02724415677279,-23.9501944218757,40.0428089219856,47.1849607358869
14.2,-6.18275754088647,-24.2128537063396,40.0593220106993,47.2148075858717
14.3,-5.45320926084116,-24.430168517615,40.0091248396327,47.194286682552
14.4,-4.7073815832157,-24.5641323673465,40.0217861962715,47.1942730706872
14.5,-3.93904403099273,-24.6272679495837,40.0126604129677,47.1490337956375
14.6,-3.06049483155884,-24.8369421437582,39.8968796347856,47.0956614589811
14.7,-2.40162281060819,-24.9180929987218,40.0307531949201,47.2137729075954
14.8,-1.62622398910128,-25.0086278854387,40.0007292347306,47.2031186732964
14.9,-0.786796100899267,-25.0271576292479,40.0207941628561,47.2084911062545
15,0.0792388963827938,-24.9136464415379,40.0004669635922,47.124658249393
15.1,0.741350099317083,-24.9905106128664,39.9990428424393,47.1698913394216
15.2,1.58182386923832,-24.9598176757131,39.9006230640862,47.0909161735086
15.3,2.38708163327787,-24.9120078388922,39.9616778110703,47.1512670748597
15.4,3.10496645654112,-24.825070496864,39.9533430368993,47.1401586939911
15.5,3.96030915242519,-24.5943938245094,39.9450076730729,47.0762349193274
15.6,4.66485753397723,-24.5616734448193,40.064369825171,47.224892034925
15.7,5.49624404226367,-24.3265905431637,39.9232771359708,47.0729196386031
15.8,6.23550935071925,-24.2164189995759,39.9617048704475,47.1407931857184
15.9,6.98269013956496,-24.0266277468122,40.0049747467396,47.1851121324972
16,7.6370987971738,-23.7195183708931,40.0105066558557,47.1357769920387
16.1,8.49835212922118,-23.5264234962454,39.9181220754307,47.1080785159607
16.2,9.17523196308201,-23.2174316670435,40.0485419192605,47.1923693476918
16.3,9.86878579349212,-22.8506054519517,40.0805092721384,47.1804019278404
16.4,10.5371156942126,-22.691579413751,39.9822820839594,47.1648329169636
16.5,11.3610232013153,-22.3084161305772,39.9749977626984,47.167136064887
16.6,12.0623590515251,-21.8429769057119,40.043228997381,47.1813134040169
16.7,12.6320060915467,-21.5574738294596,40.0531366652732,47.207478353877
16.8,13.3983169261323,-21.1736591986945,40.0263880655189,47.2223515073853
16.9,14.0170759490655,-20.709289511945,39.9619837268666,47.1414173910562
17,14.7055055723434,-20.2533785021744,39.9852933572116,47.1728197138228
17.1,15.2336909316343,-19.7426656155316,40.0095107406286,47.1444496702605
17.2,15.9615854024345,-19.2986110856816,39.964133930327,47.1629155078089
17.3,16.5150209901841,-18.7572778104654,39.992225891277,47.1588753142409
17.4,17.2129074612087,-18.1955607099948,40.0203711979677,47.2122094763883
17.5,17.6101752907061,-17.688187331498,39.9825427350667,47.1337879700433
17.6,18.1924586371617,-17.1692893196132,40.0330387628525,47.2058708170231
17.7,18.7133793837496,-16.4861427894152,40.0433455369449,47.1747071408429
17.8,19.331236964219,-15.9744341099226,39.9642683238849,47.1807377047298
17.9,19.8259910695823,-15.2771296491999,40.0778140444407,47.2513681367047
18,20.1998079068788,-14.6293529554391,39.9473799992511,47.0939845009337
18.1,20.6921337886158,-14.066419678842,40.0399556874612,47.2146864308252
18.2,21.2104888165264,-13.3838689043997,39.9146040940475,47.1400933672251
18.3,21.5272138365208,-12.7285753718595,39.8368929026241,47.0363221637868
18.4,21.9109828174637,-12.0610780444153,40.0262853454595,47.198138630425
18.5,22.1742077810268,-11.2509993974279,39.9903204148477,47.0904045962578
18.6,22.4994777671057,-10.5608098942165,40.0746558048513,47.1564973602956
18.7,23.0089536622488,-9.95357187161103,39.972786880371,47.1837814573864
18.8,23.3415804341584,-9.1709987567385,39.9713180042245,47.1873167106928
18.9,23.5350465980696,-8.44211220672893,40.0001044405389,47.1717715603127
19,23.7578275857065,-7.60156940282018,39.9961529080744,47.1371453996115
19.1,23.9783970542922,-6.97425389015978,39.9654094564411,47.1257646690076
19.2,24.266497391429,-6.22491135837875,40.0519326376321,47.2416101025074
19.3,24.4907632729141,-5.50800471434811,40.0457201647092,47.2630437565483
19.4,24.6103802459864,-4.63288130731848,40.0447004180497,47.2304185523597
19.5,24.7610357429057,-3.96401480401803,40.0426032085252,47.2465064967064
19.6,24.8356894588495,-3.1234407695976,39.9737343435454,47.1642533122908
19.7,24.7765201474624,-2.41409122804842,40.0240066476084,47.1341160435067
19.8,24.8787973594204,-1.61889924250564,39.9815316905244,47.1179187690723
19.9,25.0615564753645,-0.803672108434042,40.0488913404527,47.2508327908107
20,25.0178915839659,0.0845669325086147,39.9985958494753,47.1782759413992
20.1,24.9228470512154,0.795905466115172,40.0525679445649,47.1803981501138
20.2,24.8417629226656,1.50932404375548,40.0812860877063,47.1794525044488
20.3,24.9394653107556,2.28429746699179,40.0499153218748,47.2354809671017
20.4,24.7453683173425,3.12551278219356,40.0369753085316,47.1705572912655
20.5,24.6513641459627,3.91153807823008,39.9953731000904,47.1446683497692
20.6,24.564564670568,4.6679433811625,39.9780922972111,47.1535300543722
20.7,24.4257033554423,5.43882548955316,39.9781997753998,47.1640993171252
20.8,24.2701079940719,6.11891134497201,39.9550735132518,47.1475038314956
20.9,23.9810483968851,6.94549458073077,40.0033777059968,47.1550718912966
21,23.7850780762799,7.81617591391064,40.0007458652593,47.1898528795014
21.1,23.4818559668442,8.52867229528383,40.0011047543976,47.1616813985703
21.2,23.2277622207126,9.18464830321335,39.9353477447435,47.1032769744237
21.3,22.9760852485459,9.93771828434379,39.9637991975776,47.1568021005638
21.4,22.650848794399,10.7323439257862,39.9927484431501,47.198136459877
21.5,22.3436979559811,11.2624097490281,39.9892379609057,47.1722573595653
21.6,21.9266462231536,12.1287418950478,40.0179427302245,47.2156746738999
21.7,21.5295532208446,12.810247287979,40.0034321659856,47.2006216328447
21.8,21.0449847401216,13.3278405378708,40.0126999239655,47.1332034909593
21.9,20.6534144109854,13.9932049766021,40.0806565653668,47.2105109383492
22,20.1995139622538,14.8218407802738,40.0574588288045,47.2472997773253
22.1,19.7102857861136,15.3306499552133,39.9625125449004,47.1224638863555
22.2,19.4117295533621,15.9130762317763,40.0315456320478,47.2500358211707
22.3,18.7365805345021,16.5233131693863,39.9834133123351,47.1460779739366
22.4,18.3234064131335,17.1527554745119,39.9745590962157,47.2009493324668
22.5,17.6963938728458,17.7016193435528,39.9309124744188,47.1273535701575
22.6,17.151413448178,18.341444158704,39.9963098681773,47.2258865471941
22.7,16.5332731493054,18.6920657419497,39.9711143334411,47.1214645760076
22.8,15.949857824558,19.2669342045007,39.9496636496462,47.1337283055779
22.9,15.3209058502076,19.7619618378003,40.021482837068,47.1909353608014
23,14.6623789798848,20.2183571547345,40.0375773163506,47.188716032002
23.1,14.0862384670839,20.6566050537965,39.9817980750659,47.1557167670626
23.2,13.359128347716,21.1485167160787,39.9219736536489,47.1114641027388
23.3,12.6274008689138,21.5403467060591,40.026911656599,47.1761745554539
23.4,12.0520950526339,21.9072839762352,39.8892686855829,47.0779761952844
23.5,11.2317737983043,22.2816889614519,40.0961754811019,47.2263665111183
23.6,10.7100273938115,22.5895795759059,40.020379283083,47.1871227153574
23.7,9.98110701787578,22.9472444910672,39.9844423825025,47.1694197513046
23.8,9.30445379145951,23.2674784621287,39.9882458454993,47.1911879501155
23.9,8.44214587197059,23.5231376213825,39.8946776085087,47.0764604867972
24,7.58864420191539,23.8673124184223,39.9545761857139,47.1551087484893
24.1,7.02813704223208,24.0168528257237,39.9298449463655,47.1232049777778
24.2,6.20552968002474,24.1845893441912,40.0134280665896,47.1643656375974
24.3,5.53136447400434,24.4581124535241,39.9481233638469,47.1661723910966
24.4,4.8304752989382,24.5448196140593,40.0057995862309,47.1831078038956
24.5,3.93514048293652,24.6634115734376,40.0132893204937,47.168130377478
24.6,3.10857905695726,24.7954076393584,39.9653205093296,47.1349376489325
24.7,2.34146171429886,24.8816766823466,39.900760209287,47.0813226530795
24.8,1.60954358685246,24.965022732531,39.9521039055442,47.1382392233011
24.9,0.757531785202588,24.98568142822,39.969369085253,47.1424288291478
25,-0.0436478111545716,25.0459413891146,40.0381851917583,47.2266594059744
25.1,-0.777538612499927,25.0040715184764,39.9884968990248,47.1687189039338
25.2,-1.46954668751092,24.9307765895941,40.0614387403356,47.2082838363427
25.3,-2.30016175922952,24.9488133987517,39.9866026137455,47.187524015506
25.4,-3.12860521445837,24.7772524993114,39.9885941846873,47.1464534919667
25.5,-3.95192008498418,24.6361181260135,40.0023080999236,47.1459504305322
25.6,-4.66321037422682,24.5576646813542,40.0140775996546,47.1799833801084
25.7,-5.39018832061036,24.3770347052182,39.9750050975861,47.1306162033035
25.8,-6.25723161540233,24.1669385120182,39.9175922645787,47.0808669921616
25.9,-6.97260912583818,24.0216093157939,40.0052004985718,47.1812574977956
26,-7.67893285276044,23.7781463788799,39.9669325768423,47.1351456407477
26.1,-8.41280906963274,23.5095007244063,39.9879031964937,47.1434447490327
26.2,-9.18628494580116,23.2771308492638,40.0183064369875,47.1982785889892
26.3,-9.88948558712138,22.9575929329991,39.999276296666,47.1677337033718
26.4,-10.6674077616763,22.6869107913737,40.0197089616771,47.2235811325968
26.5,-11.374182004874,22.1887846417196,40.0103956947853,47.1438855400136
26.6,-12.0004974228354,21.9152010344285,40.0251929033485,47.1837264501772
26.7,-12.6915837169767,21.5720763320978,40.0562759981115,47.2327854499368
26.8,-13.3318303354122,21.1302733780522,40.0058709539435,47.1666817139707
26.9,-14.023130257462,20.7169172725709,40.0617086288226,47.2311268313278
27,-14.6943067164992,20.2081822708829,40.0270997372656,47.1854002202883
27.1,-15.3224081186371,19.7194599148042,39.9943476641987,47.1506217877394
27.2,-15.9061582853869,19.2580922403025,39.9804998130161,47.1414929062961
27.3,-16.5226815686326,18.7350378752195,40.0625267775369,47.2123575158581
27.4,-17.0861909788211,18.2959307936879,40.0119528839971,47.1978323587362
27.5,-17.660376994084,17.6565616300009,39.9165558180261,47.0847588136626
27.6,-18.1289480939816,17.193823425891,40.0933549219118,47.2415434960522
27.7,-18.7606735689114,16.6072266946159,39.9733795305018,47.1766247450488
27.8,-19.2837465788867,15.8961657876905,40.041403457396,47.2002644029292
27.9,-19.8121191395539,15.293888895325,40.060151728847,47.235991138968
28,-20.2108489595301,14.7845058815556,40.0616661234685,47.2440167895888
28.1,-20.7348260879546,14.1095718644341,39.9466228555183,47.1672101004116
28.2,-21.1112976703686,13.3817603712926,40.0207766060993,47.1849654033667
28.3,-21.5047995929264,12.7095868448786,39.9909608759299,47.1515318423441
28.4,-21.9561671549308,12.0463078900324,39.9963545117209,47.1899902960784
28.5,-22.2537994195858,11.3710350407979,40.0106677843652,47.1739924434751
28.6,-22.6724875656991,10.6260361681401,39.9953643175558,47.1866877832871
28.7,-22.9683820110309,9.95372313918187,39.9116055274703,47.1122004614148
28.8,-23.2057917712686,9.16802584829896,40.0074335606561,47.1503574726307
28.9,-23.5444416271695,8.36823618908304,40.0222826287005,47.182106939634
29,-23.8226163012829,7.71560244232174,40.0323715113429,47.2190463405212
29.1,-24.0023700772208,6.94509551011129,40.0499415944478,47.2053592581087
29.2,-24.1837953121674,6.20646878811517,39.9834305204672,47.1386351807484
29.3,-24.4825646919552,5.4510747204365,40.0798058854164,47.2810853229514
29.4,-24.5391412115738,4.64966345586319,40.055858359781,47.2044554104079
29.5,-24.7869483605578,3.90205482969444,39.9790970086009,47.2011338692835
29.6,-24.8471161319773,3.09400978199736,39.9545450130003,47.1520704084447
29.7,-24.8846979579475,2.42691425963484,39.9895482215769,47.1625070606697
29.8,-24.9428680667418,1.55106592587251,39.9854673333259,47.1528373564705
29.9,-24.9757928751692,0.77655439076782,40.0063191956456,47.1688333759598
30,-24.9809078310033,0.0137726451882614,40.0151321262924,47.1726270715494
30.1,-24.843583719704,-0.682606270738132,40.016861617719,47.1064625830731
30.2,-24.9474976025748,-1.60527585336396,40.0013127607237,47.1705370944311
30.3,-24.8987714901615,-2.34880588229729,39.9234726627784,47.1099711340137
30.4,-24.7624964346165,-3.11901270799062,40.0156759052694,47.1610409989279
30.5,-24.7247765605312,-3.97375021304259,39.9684258517816,47.165456976406
30.6,-24.5694872766381,-4.67947122935206,40.0590375586571,47.2258789875754
30.7,-24.444438143507,-5.51991723374607,39.9871701302287,47.1908234452738
30.8,-24.2606412377899,-6.18532546864073,40.04485156972,47.227397786271
30.9,-23.9749261326116,-6.9471160522165,39.8882363953249,47.0545524602718
31,-23.7288898196726,-7.76476039270433,39.957604874609,47.1164716775954
31.1,-23.4848907640876,-8.40400641818557,39.8226783879848,46.9895002321892
31.2,-23.2500288123541,-9.3064475125881,40.0324714973735,47.2204678001804
31.3,-23.0284685606227,-9.88075565085184,40.0566663154822,47.2490868990006
31.4,-22.6701906131957,-10.6492870507068,39.9910716070665,47.1871875132276
31.5,-22.3021647049967,-11.4269368255322,40.0519006112771,47.2452767831783
31.6,-21.9039796446113,-12.1123280100832,40.0099648790096,47.1941744679889
31.7,-21.4979051706535,-12.6891222885904,40.0164635612264,47.164511098157
31.8,-21.0648497919747,-13.4239090970772,40.0507067946968,47.2015714458727
31.9,-20.7164423019143,-14.0974702338483,39.9799443681438,47.1837429664355
32,-20.1540387498902,-14.7105010671787,39.9846892197996,47.1313005505205
32.1,-19.710333277358,-15.3093189947137,40.0462852109805,47.186623583232
32.2,-19.2550702440389,-15.9247981199299,40.0583234314698,47.2125640206465
32.3,-18.7306542578101,-16.5599541813896,40.0868377726752,47.2443018154373
32.4,-18.2289160004647,-17.1547599595143,40.0939496426476,47.2663089924284
32.5,-17.7193613769502,-17.7074561340078,39.956444267219,47.1598050125755
32.6,-17.1267839607915,-18.2830570759195,40.0314157365357,47.2240526718357
32.7,-16.5118000522866,-18.7702146038191,39.988032242762,47.159338628614
32.8,-15.9970949261996,-19.2569922075297,40.1215297735853,47.291393998606
32.9,-15.3509866536697,-19.7978321165428,39.9990693680657,47.196742451861
33,-14.7286382819031,-20.2369410780185,40.0100677399447,47.1939836249208
33.1,-14.107709248213,-20.7028258798624,40.0044708929363,47.2016117422679
33.2,-13.2837748192179,-20.9940513938229,39.9836194481524,47.0733331255482
33.3,-12.7067885305082,-21.4548476095428,39.94764312211,47.0912640700929
33.4,-12.0448965652011,-21.8644111661935,40.0415669466739,47.1853694746128
33.5,-11.432760174156,-22.3060906066216,40.0729756958403,47.2664052416723
33.6,-10.6463081186739,-22.7050718750861,39.9456297663297,47.1647909233069
33.7,-9.93207480094572,-22.9675506788787,40.0457407760328,47.2209259580925
33.8,-9.25130620021238,-23.2708322078604,40.021427243207,47.2105172248705
33.9,-8.48045196810243,-23.5211770821076,39.9837218280488,47.1578397314163
34,-7.73135844253901,-23.7559336064571,39.9624004671736,47.1286721219702
34.1,-6.942444802758,-23.9347561654885,40.0146909326973,47.1406998567058
34.2,-6.1842475121543,-24.2016424405956,40.0250767874792,47.1801990877278
34.3,-5.50442955906215,-24.4231674500461,40.0046329070997,47.1928014330096
34.4,-4.68923641268641,-24.5391681230218,40.0205789480167,47.1784532349083
34.5,-3.87712469118547,-24.7121594288756,39.9747729958947,47.1561808841903
34.6,-3.13284718747987,-24.881203462526,39.9956897857193,47.2074593542081
34.7,-2.29528760054008,-24.8153940872788,39.9687798904916,47.1017568123601
34.8,-1.53982794563625,-25.0537747133123,39.918612183043,47.154621153263
34.9,-0.844139107145478,-24.9972052467578,40.0202059063155,47.1931109566284
35,-0.118563564840388,-25.0162704337557,40.050950437911,47.2218855480561
35.1,0.824590141653937,-24.9419063001387,39.9746579941957,47.1248545943595
35.2,1.45703372107093,-24.9122969066668,39.9592482617521,47.1114317981803
35.3,2.36801048583529,-24.9059713330703,40.0436478082266,47.2166137232864
35.4,3.22871531327686,-24.7295738806645,40.0172095061002,47.1524493907639
35.5,3.92497584751116,-24.7375518888324,40.0299017264059,47.220175148785
35.6,4.66589268929269,-24.5744887363046,40.0680747176432,47.2348035120016
35.7,5.46553923042716,-24.3400469966835,40.0090514844093,47.1490636976199
35.8,6.20810914169986,-24.1697384252208,40.0279818908166,47.1694414733776
35.9,6.98492028512431,-23.9780461979702,39.903518777813,47.0746919449592
36,7.80351699965671,-23.7494723405219,39.9740566326828,47.1471899235796
36.1,8.44312357164168,-23.5045044076683,39.9760686698356,47.1363355532812
36.2,9.2868062145895,-23.1834765881554,40.0015372941212,47.1576223136181
36.3,9.96969006913527,-22.9906330141123,40.044073950212,47.2386683236758
36.4,10.609577713616,-22.584892157026,40.0961581116908,47.2265009112835
36.5,11.3055280631328,-22.263832283941,39.9020340231084,47.0708562906501
36.6,11.9908503794076,-21.9125171355772,39.9497620026691,47.1160522975791
36.7,12.7005055000611,-21.5446376128547,39.995926034273,47.1714781320806
36.8,13.4187198863344,-21.0926329376235,39.983398265733,47.1554169158269
36.9,13.973934669317,-20.6402515163325,40.0191303696882,47.1468093124647
37,14.6703591909295,-20.2141654290131,40.0186740806637,47.1733632249894
37.1,15.3874501495193,-19.7282537640175,40.0629155369984,47.2336195945863
37.2,15.8752288906672,-19.260129129503,40.0183886970186,47.1640424510227
37.3,16.5679635545707,-18.7735862489651,40.0657759066245,47.2462840442797
37.4,17.0803326730564,-18.2630736013976,40.0015547163769,47.1741666732931
37.5,17.6050127023801,-17.6786157804393,39.9556131069946,47.1054237526763
37.6,18.2493980117193,-17.164084529259,40.0041503213003,47.2014657446872
37.7,18.7876678186531,-16.5590356127674,40.0096613518787,47.2011771461366
37.8,19.2835600095698,-15.9348465436558,40.0333220022971,47.2063755392441
37.9,19.7866538541832,-15.3333273260945,39.9664655750148,47.158678609491
38,20.3158197881873,-14.7296546507281,39.975266312235,47.1986988859855
